100000, 0.000005
200000, 0.000004
300000, 0.000005
400000, 0.000004
500000, 0.000006
600000, 0.000005
700000, 0.000004
800000, 0.000004
900000, 0.000005
1000000, 0.000008
1100000, 0.000004
1200000, 0.000005
1300000, 0.000005
1400000, 0.000004
1500000, 0.000004
1600000, 0.000005
1700000, 0.000005
1800000, 0.000005
1900000, 0.000005
2000000, 0.000005
2100000, 0.000004
2200000, 0.000004
2300000, 0.000004
2400000, 0.000005
2500000, 0.000005
2600000, 0.000008
2700000, 0.000006
2800000, 0.000005
2900000, 0.000004
3000000, 0.000005
3100000, 0.000004
3200000, 0.000005
3300000, 0.000005
3400000, 0.000005
3500000, 0.000005
3600000, 0.000005
3700000, 0.000005
3800000, 0.000006
3900000, 0.000004
4000000, 0.000004
4100000, 0.000005
4200000, 0.000004
4300000, 0.000004
4400000, 0.000004
4500000, 0.000005
4600000, 0.000005
4700000, 0.000007
4800000, 0.000005
4900000, 0.000007
5000000, 0.000004
5100000, 0.000005
5200000, 0.000009
5300000, 0.000004
5400000, 0.000005
5500000, 0.000005
5600000, 0.000005
5700000, 0.000004
5800000, 0.000005
5900000, 0.000005
6000000, 0.000005
6100000, 0.000005
6200000, 0.000006
6300000, 0.000005
6400000, 0.000005
6500000, 0.000008
6600000, 0.000004
6700000, 0.000005
6800000, 0.000004
6900000, 0.000004
7000000, 0.000005
7100000, 0.000005
7200000, 0.000005
7300000, 0.000004
7400000, 0.000004
7500000, 0.000004
7600000, 0.000006
7700000, 0.000004
7800000, 0.000004
7900000, 0.000006
8000000, 0.000004
8100000, 0.000005
8200000, 0.000005
8300000, 0.000005
8400000, 0.000005
8500000, 0.000005
8600000, 0.000004
8700000, 0.000004
8800000, 0.000005
8900000, 0.000006
9000000, 0.000004
9100000, 0.000005
9200000, 0.000004
9300000, 0.000005
9400000, 0.000006
9500000, 0.000006
9600000, 0.000005
9700000, 0.000005
9800000, 0.000004
9900000, 0.000004
10000000, 0.000005
