100000, 0.000005
200000, 0.000005
300000, 0.000005
400000, 0.000005
500000, 0.000006
600000, 0.000005
700000, 0.000006
800000, 0.000006
900000, 0.000006
1000000, 0.000006
1100000, 0.000006
1200000, 0.000006
1300000, 0.000006
1400000, 0.000006
1500000, 0.000006
1600000, 0.000006
1700000, 0.000006
1800000, 0.000006
1900000, 0.000006
2000000, 0.000006
2100000, 0.000006
2200000, 0.000006
2300000, 0.000006
2400000, 0.000006
2500000, 0.000006
2600000, 0.000006
2700000, 0.000006
2800000, 0.000006
2900000, 0.000006
3000000, 0.000006
3100000, 0.000006
3200000, 0.000005
3300000, 0.000006
3400000, 0.000006
3500000, 0.000006
3600000, 0.000006
3700000, 0.000006
3800000, 0.000006
3900000, 0.000006
4000000, 0.000006
4100000, 0.000006
4200000, 0.000007
4300000, 0.000006
4400000, 0.000007
4500000, 0.000007
4600000, 0.000006
4700000, 0.000006
4800000, 0.000006
4900000, 0.000006
5000000, 0.000006
5100000, 0.000006
5200000, 0.000006
5300000, 0.000006
5400000, 0.000006
5500000, 0.000006
5600000, 0.000006
5700000, 0.000006
5800000, 0.000006
5900000, 0.000006
6000000, 0.000006
6100000, 0.000006
6200000, 0.000006
6300000, 0.000006
6400000, 0.000006
6500000, 0.000006
6600000, 0.000006
6700000, 0.000006
6800000, 0.000006
6900000, 0.000007
7000000, 0.000006
7100000, 0.000006
7200000, 0.000006
7300000, 0.000006
7400000, 0.000006
7500000, 0.000006
7600000, 0.000006
7700000, 0.000006
7800000, 0.000006
7900000, 0.000006
8000000, 0.000006
8100000, 0.000006
8200000, 0.000007
8300000, 0.000006
8400000, 0.000006
8500000, 0.000006
8600000, 0.000007
8700000, 0.000006
8800000, 0.000006
8900000, 0.000006
9000000, 0.000006
9100000, 0.000006
9200000, 0.000006
9300000, 0.000006
9400000, 0.000006
9500000, 0.000006
9600000, 0.000006
9700000, 0.000006
9800000, 0.000006
9900000, 0.000006
10000000, 0.000006
